Index,Cruise,Vessel name,Station,Haul,Date [UTC],Time [UTC],  Lat [°N],  Lon [°E]                              ,  Bottom depth [m]                      ,  Depth [m]                             ,  Pressure [dbar]                       ,  Temperature [°C]                      ,  Salinity [PSS-78]                     ,  Conductivity [mS/cm]                  ,  Oxygen concentration [µM]             ,  Temperature from oxygen sensor [°C]   ,  Oxygen saturation [%]                 ,  Chlorophyll a []                      ,  Light []                              ,  Speed [kn]                            ,  Dr. Haardt fluorescence channel A     ,  Dr. Haardt fluorescence channel B     ,  Dr. Haardt fluorescence channel C     ,  Dr. Haardt fluorescence channel D     ,  Speed over ground [kn]                  ,  Speed in water []                     ,  Frames [frames/s]                     ,  Automatic classification              ,  Manual classification                 ,  Area [pixels]                         ,  Form                                  ,  Area                                  ,  Length                                ,  Width                                 ,  Convexity                             ,  Structure                             ,  Graymean                              ,  Kurtosis                              ,  Skewness                              ,  Hu moment 1                           ,  Hu moment 2                           ,  Hu moment 3                           ,  Hu moment 4                           ,  Hu moment 5                           ,  Hu moment 6                           ,  Hu moment 7                           ,  Fourier descriptor 01                 ,  Fourier descriptor 02                 ,  Fourier descriptor 03                 ,  Fourier descriptor 04                 ,  Fourier descriptor 05                 ,  Fourier descriptor 06                 ,  Fourier descriptor 07                 ,  Fourier descriptor 08                 ,  Fourier descriptor 09                 ,  Fourier descriptor 10                 ,  Image file name                       
48,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4448.967381,4521.021,0.304,32.00130138,28.705,-2788.207,-0.021,-610.259,0,0,9999,0.439,0.016,0.015,0.015,0,0,,NC,NC,117,1.502374576,0.064,0,0,1.414213538,105.0726732,118,-1.567216981,0.247719896,0.175566167,0.002821821,0.000415858,4.80E-06,-2.90E-11,-9.93E-08,2.13E-10,917.2093545,277.9277206,28.5103727,11.70533334,12.36383954,4.992425484,3.436020755,9.470617013,2.24762877,4.37811072,20130828 175337  200  000000 0658 0354.bmp
49,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4448.967381,4521.021,0.304,32.00130138,28.705,-2788.207,-0.021,-610.259,0,0,9999,0.439,0.016,0.015,0.015,0,0,,NC,NC,192,1.593127454,0.105,0,0,1.110664964,319.990534,97,-0.549261932,0.640551904,0.251640257,0.036968831,7.86E-05,1.91E-05,7.13E-10,3.17E-06,-2.08E-10,1409.760618,441.0866396,8.254863446,54.69573796,7.998064442,12.58414196,3.925745041,4.323370252,1.623442606,1.732050808,20130828 175337  200  000001 0930 0570.bmp
50,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4448.967381,4521.021,0.304,32.00130138,28.705,-2788.207,-0.021,-610.259,0,0,9999,0.439,0.016,0.015,0.015,0,0,,NC,NC,138,1.559178984,0.075,0,0,1.592059493,194.6944629,110,-1.492238604,0.40482075,0.180744308,0.004378886,0.000557681,1.70E-05,-1.42E-09,-1.06E-06,8.55E-10,892.4331908,304.9734145,28.95864508,15.5890034,1.549053295,7.701914657,6.791469269,0.664702575,4.637045336,2.735673602,20130828 175337  234  000000 0358 0354.bmp
51,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4448.967381,4521.021,0.304,32.00130138,28.705,-2788.207,-0.021,-610.259,0,0,9999,0.439,0.016,0.015,0.015,0,0,,NC,NC,243,1.891425685,0.133,0,0,1.735443711,422.5423359,106,-0.54712113,0.634069546,0.289657728,0.05731605,0.000156306,5.58E-05,5.12E-09,1.19E-05,-9.60E-10,1853.086614,662.0413066,56.94732217,102.0956569,10.47281967,25.10194939,12.66799845,5.778209002,8.479521137,4.863831232,20130828 175337  234  000001 0666 0570.bmp
52,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4448.967381,4521.021,0.304,32.00130138,28.705,-2788.207,-0.021,-610.259,0,0,9999,0.439,0.016,0.015,0.015,0,0,,NC,NC,245,1.826942227,0.134,0,0,1.104315281,334.0238787,111,-0.194731161,0.621431924,0.302903633,0.065198132,7.41E-05,3.58E-05,1.84E-09,8.97E-06,-6.23E-11,1910.860016,678.5231703,35.39005511,83.90658085,26.87085329,39.36274165,11.86445834,13.05215695,3.166579364,6.573675033,20130828 175337  267  000000 0390 0570.bmp
53,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4448.967381,4521.021,0.304,32.00130138,28.705,-2788.207,-0.021,-610.259,0,0,9999,0.439,0.016,0.015,0.015,0,0,,NC,NC,348,1.320736901,0.19,0,0,1.755617261,406.7864501,121,-1.383092875,0.000502378,0.164522049,0.001148785,7.40E-05,1.01E-06,-1.24E-12,-1.78E-08,8.61E-12,1593.061518,676.786651,35.16374901,12.37507315,10.33668904,12.48593323,11.3138179,2.404497677,5.129688928,3.232364428,20130828 175337  733  000000 0850 0730.bmp
54,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4448.967381,4521.021,0.304,32.00130138,28.705,-2788.207,-0.021,-610.259,0,0,9999,0.439,0.016,0.015,0.015,0,0,,NC,NC,169,1.37299573,0.092,0,0,1.200490117,288.330521,68,1.075546608,1.658710428,0.16433087,0.000751633,0.000143992,9.38E-07,-1.09E-11,-2.54E-08,-2.25E-13,1135.330789,333.3666198,6.207932286,16.77947313,4.286834003,5.609751842,5.173331855,2.12311116,5.571419362,0.422596581,20130828 175337  767  000000 1042 0130.bmp
55,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4448.967381,4521.021,0.304,32.00130138,28.705,-2788.207,-0.021,-610.259,0,0,9999,0.439,0.016,0.015,0.015,0,0,,NC,NC,350,1.278859559,0.191,0,0,1.373605609,370.1016657,125,-1.38127966,-0.043449841,0.164063873,0.000856996,0.000155447,1.19E-06,-1.60E-11,-3.49E-08,2.82E-12,1747.244974,679.6826215,19.60897325,13.25459337,15.57913824,6.078134484,5.519754499,6.106339236,7.242640687,5.634639322,20130828 175337  767  000001 0378 0730.bmp
56,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4448.967381,4521.021,0.304,32.00130138,28.705,-2788.207,-0.021,-610.259,0,0,9999,0.439,0.016,0.015,0.015,0,0,,NC,NC,132,1.331650192,0.072,0,0,1,193.8791977,70,0.631979203,1.568117673,0.170227981,0.002960897,2.80E-05,1.92E-06,1.30E-11,9.49E-08,-5.36E-12,847.8708628,262.9755653,9.969157029,7.363006512,0.377294192,6.162025864,7.380481907,2.970253314,1.627531564,1.656187652,20130828 175337  800  000000 0642 0138.bmp
57,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4448.967381,4521.021,0.304,32.00130138,28.705,-2788.207,-0.021,-610.259,0,0,9999,0.439,0.016,0.015,0.015,0,0,,NC,NC,189,1.138448147,0.103,0,0,0,186.9869374,148,-1.412260593,-0.324229115,0.159927748,2.61E-06,1.41E-06,6.23E-09,-4.76E-16,1.00E-11,-3.37E-16,1078.349201,349.2271523,10.7270924,3.932999505,4.128203708,8.305379656,0.325469045,3.846966202,3.224782359,6.354211281,20130828 175337  866  000000 0802 0538.bmp
58,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4448.967381,4521.021,0.304,32.00130138,28.705,-2788.207,-0.021,-610.259,0,0,9999,0.439,0.016,0.015,0.015,0,0,,NC,NC,171,1.117286165,0.093,0,0,0,145.0782896,154,-1.386452298,-0.388091761,0.160645221,0.000334696,3.34E-06,1.02E-08,1.33E-15,8.14E-11,-1.35E-15,974.7004668,331.6106898,22.25368583,7.423377213,9.120774533,9.507507829,2.345970711,1.422646333,3.240817628,1.041326485,20130828 175337  900  000000 0362 0538.bmp
59,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4448.967381,4521.021,0.304,32.00130138,28.705,-2788.207,-0.021,-610.259,0,0,9999,0.439,0.016,0.015,0.015,0,0,,NC,NC,90,1.145858165,0.049,0,0,0,99.47013041,91,0.023395929,1.233933084,0.161355483,0.000437507,1.54E-06,7.62E-09,-2.98E-16,-1.15E-10,-7.69E-16,578.9732291,161.5223202,5.536782667,6.147013474,2.845649906,4.234170902,2.094881978,0.56540162,3.328137069,0.730118933,20130828 175337  933  000000 0702 0614.bmp
60,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4448.967381,4521.021,0.304,32.00130138,28.705,-2788.207,-0.021,-610.259,0,0,9999,0.439,0.016,0.015,0.015,0,0,,NC,NC,99,1.16064758,0.054,0,0,0,94.25568428,107,-0.484418592,0.859456184,0.161541894,0.000305444,3.58E-05,1.81E-07,-4.51E-13,-2.44E-09,-8.65E-14,670.0873077,180.7652645,6.983578911,5.92432347,3.439248046,1.91663337,2.854933998,2.850857146,2.236067977,1.371940872,20130828 175337  966  000000 0274 0614.bmp
61,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,172,1.299546021,0.094,0,0,1,171.0108471,176,-1.115576604,-0.725363292,0.161856599,0.000123779,6.28E-05,1.89E-06,1.88E-11,1.96E-08,8.33E-12,989.5701087,333.3667451,13.17118071,1.621871531,1.42453401,5.437228147,0.69762618,4.205304324,2.381299944,2.00815583,20130828 175338  300  000000 0862 0290.bmp
62,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,126,1.980495593,0.069,0,0,2.335129499,235.8234403,68,0.655536791,1.543284563,0.180368561,0.003721872,0.000609005,6.62E-05,1.21E-08,3.38E-06,-5.44E-09,974.4957671,320.6812809,20.89059359,2.801385205,3.234826366,9.816863619,14.50548734,2.646742845,8.495699767,6.600261698,20130828 175338  300  000001 0798 0814.bmp
63,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,172,1.156591332,0.094,0,0,1,165.8712417,163,-1.43830287,-0.521087606,0.15962717,3.28E-06,3.67E-06,5.18E-09,-5.43E-16,8.73E-12,4.63E-16,953.6561225,331.3969268,22.02723642,14.17220524,7.770511295,10.24852448,3.990624371,1.896765064,2.458037608,3.25527124,20130828 175338  333  000000 0458 0286.bmp
64,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,76,1.3569373,0.041,0,0,0,70.85719568,128,-1.618274229,0.02975809,0.190187948,0.009176675,0.00020568,2.33E-05,1.38E-09,1.86E-06,-8.51E-10,578.4202624,152.0489569,5.561647911,7.780008564,2.755964845,2.236067977,2.587608457,0.977194776,2.894033353,1.508539959,20130828 175338  333  000001 0954 0326.bmp
65,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,106,1.324222879,0.058,0,0,1,145.2467614,79,0.024941889,1.357113081,0.17263608,0.003675138,9.31E-05,4.38E-06,8.72E-11,2.54E-07,-1.46E-11,677.5167895,211.6631775,2.963942408,7.948390688,6.489653009,4.256345785,0.732050808,2.352550158,1.808398311,3.605551275,20130828 175338  333  000002 0542 0814.bmp
66,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,62,1.155098956,0.034,0,0,0,62.45781927,100,-0.906566429,0.960874476,0.160646835,5.08E-05,1.14E-07,6.02E-09,-3.41E-18,3.99E-11,1.58E-16,509.2131184,111.6089731,2.99660756,4.351204468,2.352730522,3.454241668,1.715453183,0.810006034,1.315865968,3.071703783,20130828 175338  367  000000 0882 0362.bmp
67,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,94,1.222384153,0.051,0,0,0,129.4061573,78,0.220464358,1.388344528,0.163497394,0.000424134,0.000146899,1.64E-06,2.44E-11,3.35E-08,7.12E-12,621.7306491,166.2790022,5.644362183,1.682055795,2.027994248,3.632650881,2.793604493,3.762523854,2.156269535,0.707600867,20130828 175338  367  000001 0294 0814.bmp
68,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,96,2.984005637,0.052,0,0,3.681637526,237.5153514,76,-0.437596379,1.154501185,0.392977054,0.099645177,0.023993559,0.007889888,9.64E-05,0.001110457,-4.98E-05,1096.524054,325.1552712,66.26698758,28.39125161,10.11878716,17.33598575,2.362442317,11.17127919,4.572968044,0.789110224,20130828 175338  466  000000 0302 0562.bmp
69,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,111,2.580761632,0.061,0,0,3.253956795,270.7582971,72,0.027700985,1.300783964,0.346116305,0.072603773,0.012540814,0.001161427,-4.41E-06,-0.000312863,4.21E-07,1098.249972,363.2457689,29.02119494,48.60280706,11.15035883,14.61667866,6.943857818,12.81371441,3.588470844,7.464101615,20130828 175338  899  000000 0146 0558.bmp
70,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,66,1.393741623,0.036,0,0,0,45.83898867,134,-1.460164443,-0.046397733,0.172869375,0.001786007,0.000493883,1.19E-06,2.83E-11,3.69E-08,-4.87E-12,585.6227455,140.118279,7.351054979,7.701965523,2.401642438,2.909312911,5.077683537,3.244973634,0.331599848,1.934234803,20130828 175338  966  000000 0634 0286.bmp
71,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,103,1.175060861,0.056,0,0,0,111.2788949,79,0.254984506,1.426529515,0.163479508,0.000773049,6.55E-05,2.90E-07,1.00E-12,7.34E-09,7.70E-13,726.887199,206.4734162,13.0067081,2.394170171,4.404997141,5.499044803,5.039077777,0.591110814,1.43189229,2.236067977,20130828 175338  966  000001 0330 0802.bmp
72,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,107,1.311846964,0.058,0,0,1,129.4084182,78,-0.086729715,1.334518724,0.165981135,0.001059659,3.01E-05,1.24E-06,7.53E-12,3.73E-08,1.94E-13,794.9138318,211.1512588,6.923136365,5.620360955,1.678189822,5.565496391,4.871555276,6.482467681,3.860285506,1.414213562,20130828 175338  999  000000 0582 0802.bmp
73,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4445.171415,4517.124,0.304,32.00157729,28.704,-1473.971,-0.033,-322.492,0,0,9999,0.431,0.016,0.016,0.015,0,0,,NC,NC,115,1.220588045,0.063,0,0,0,144.8878837,78,-0.04316666,1.341993429,0.163988109,0.000946165,4.36E-05,1.10E-06,7.11E-12,3.39E-08,2.87E-12,757.4859735,219.8807396,12.05742939,6.616994007,3.011443962,4.123109018,3.966364936,3.66203416,2.421107023,1,20130828 175339  033  000000 0862 0802.bmp
74,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4445.171415,4517.124,0.304,32.00157729,28.704,-1473.971,-0.033,-322.492,0,0,9999,0.431,0.016,0.016,0.015,0,0,,NC,NC,170,1.123858437,0.093,0,0,0,143.4213679,167,-1.296901515,-0.594729375,0.159737601,4.86E-05,8.54E-07,5.46E-09,3.70E-16,3.37E-11,-4.50E-17,1012.971865,328.8895068,24.28598747,14.00196329,9.637451357,7.700194528,2.960673839,3.502877189,4.539185763,4.845782186,20130828 175339  100  000000 0178 0234.bmp
75,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4445.171415,4517.124,0.304,32.00157729,28.704,-1473.971,-0.033,-322.492,0,0,9999,0.431,0.016,0.016,0.015,0,0,,NC,NC,171,1.163355024,0.093,0,0,0,173.5273483,168,-1.365187491,-0.606174961,0.159755241,1.45E-05,1.26E-06,7.31E-09,1.06E-16,2.79E-11,-6.95E-16,977.3151999,332.2957074,16.64973714,9.350997031,4.201043736,4.975181837,2.292868836,0.809544513,2.494744523,3.747913891,20130828 175339  133  000000 0578 0230.bmp
76,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4445.171415,4517.124,0.304,32.00157729,28.704,-1473.971,-0.033,-322.492,0,0,9999,0.431,0.016,0.016,0.015,0,0,,NC,NC,186,1.247506873,0.101,0,0,1,215.2950511,163,-1.578441974,-0.445231802,0.160118233,0.000110747,9.27E-07,1.37E-09,2.08E-17,2.97E-12,4.41E-17,953.5994966,347.3688427,18.73610907,2.866419634,2.995883697,3.90257484,3.581731881,2.559817308,1.155685171,2.277983635,20130828 175339  166  000000 1010 0226.bmp
77,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4445.171415,4517.124,0.304,32.00157729,28.704,-1473.971,-0.033,-322.492,0,0,9999,0.431,0.016,0.016,0.015,0,0,,NC,NC,347,1.222037736,0.189,0,0,0,351.521903,117,-0.852160684,0.166709079,0.160626221,7.45E-05,1.70E-05,5.59E-08,2.70E-14,3.80E-10,4.73E-14,1641.947929,674.3090455,16.11062982,11.65141546,8.571071476,12.11476445,4.197270386,2.232353625,2.04244287,2.860947555,20130828 175339  366  000000 0630 0178.bmp
78,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4445.171415,4517.124,0.304,32.00157729,28.704,-1473.971,-0.033,-322.492,0,0,9999,0.431,0.016,0.016,0.015,0,0,,NC,NC,348,1.463420389,0.19,0,0,2.104939222,439.2777931,126,-1.64854646,-0.040621118,0.16631008,0.00095026,3.63E-05,2.34E-06,-1.42E-11,5.28E-08,-1.61E-11,1842.94167,761.6213152,40.23185943,23.09773507,29.81088237,25.74663521,10.80580269,18.003583,3.108429404,8.714420549,20130828 175339  433  000000 0718 0186.bmp
79,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4445.171415,4517.124,0.304,32.00157729,28.704,-1473.971,-0.033,-322.492,0,0,9999,0.431,0.016,0.016,0.015,0,0,,NC,NC,5941,2.45355816,3.242,0,0,22,11857.11913,94,-1.109757566,0.651775252,0.191544433,0.002647777,0.001728726,0.000116594,3.87E-09,4.41E-06,-5.22E-08,30041.68918,17187.78222,1716.324537,606.339607,804.9070954,666.672679,44.86592031,107.5494949,277.9822899,188.4267122,20130828 175339  433  000001 0134 0766.bmp
80,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4445.171415,4517.124,0.304,32.00157729,28.704,-1473.971,-0.033,-322.492,0,0,9999,0.431,0.016,0.016,0.015,0,0,,NC,NC,9529,3.681774651,5.2,0,0,20.41583061,42735.5792,55,0.8693285,1.523466514,0.305700368,0.062982467,0.005479403,0.003935909,1.83E-05,0.000978014,3.70E-07,82174.02804,37205.0252,7263.976441,2694.304984,1825.269512,493.4832633,1994.802898,377.9760175,428.1507159,519.5182236,20130828 175339  466  000000 0582 0774.bmp
81,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4445.171415,4517.124,0.304,32.00157729,28.704,-1473.971,-0.033,-322.492,0,0,9999,0.431,0.016,0.016,0.015,0,0,,NC,NC,122,1.566032248,0.067,0,0,1.568929076,186.9809371,84,-0.63204261,0.980245514,0.189203673,0.009000543,3.99E-05,2.68E-06,-1.39E-11,-2.46E-07,-2.40E-11,1010.069305,292.8938371,19.06341897,9.873698829,6.428139337,8.295377378,7.556298459,1.410376156,5.740809945,4.632475806,20130828 175339  566  000000 0850 0666.bmp
82,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4445.171415,4517.124,0.304,32.00157729,28.704,-1473.971,-0.033,-322.492,0,0,9999,0.431,0.016,0.016,0.015,0,0,,NC,NC,131,1.123140239,0.071,0,0,0,96.00946351,126,-1.09351864,0.242739408,0.165265199,0.001639557,6.56E-05,9.20E-07,-2.21E-12,-1.38E-08,-6.80E-12,779.4312029,235.4441746,0.996045117,1,4.007657723,5.009581856,4.625181601,1.872132759,0.311235082,2.236067977,20130828 175339  599  000000 0390 0362.bmp
83,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4445.171415,4517.124,0.304,32.00157729,28.704,-1473.971,-0.033,-322.492,0,0,9999,0.431,0.016,0.016,0.015,0,0,,NC,NC,249,3.195722235,0.136,0,0,1.677820206,772.9312577,74,0.334553339,1.294335171,0.586872274,0.316672212,0.000610985,0.00029496,1.22E-07,0.000133559,-2.95E-08,2957.044809,999.846442,10.6634393,139.945924,3.160371602,59.96415741,3.257946151,26.35928215,5.346587699,20.65628603,20130828 175339  633  000000 0430 0102.bmp
84,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4445.171415,4517.124,0.304,32.00157729,28.704,-1473.971,-0.033,-322.492,0,0,9999,0.431,0.016,0.016,0.015,0,0,,NC,NC,156,1.175239143,0.085,0,0,0,142.7227548,136,-1.655771454,-0.092289986,0.16669169,0.002155546,1.86E-05,4.06E-07,-9.60E-13,-1.57E-08,5.64E-13,849.2938243,283.782949,6.814211701,11.30425984,3.002080346,2.449489743,1.539917024,1.83277559,1.402237658,2.060573991,20130828 175339  633  000001 0994 0370.bmp
85,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4445.171415,4517.124,0.304,32.00157729,28.704,-1473.971,-0.033,-322.492,0,0,9999,0.431,0.016,0.016,0.015,0,0,,NC,NC,295,2.806381437,0.161,0,0,1.568929076,779.1850719,80,0.166579959,1.238521808,0.498009997,0.220793575,0.000779171,0.000554009,3.64E-07,0.000257746,-8.33E-09,3146.911184,1137.9249,34.23915019,139.5631934,33.2219319,41.28678861,23.90733,15.72869761,22.97562661,6.361405091,20130828 175339  666  000000 0914 0102.bmp
86,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4445.171415,4517.124,0.304,32.00157729,28.704,-1473.971,-0.033,-322.492,0,0,9999,0.431,0.016,0.016,0.015,0,0,,NC,NC,218,2.220757223,0.119,0,0,4.118438721,385.9972272,94,-0.874307804,0.662571644,0.306598143,0.060181289,0.003965475,0.002417017,7.43E-06,0.000587951,8.70E-07,1998.864928,649.1785583,80.28062018,83.17400747,18.21620623,34.06472222,14.19615242,5.673401623,10.0491923,9.853083838,20130828 175339  666  000001 0150 0438.bmp
87,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4445.171415,4517.124,0.304,32.00157729,28.704,-1473.971,-0.033,-322.492,0,0,9999,0.431,0.016,0.016,0.015,0,0,,NC,NC,11821,12.89396047,6.451,0,0,157.5743866,69997.12944,31,6.338538037,2.623095694,0.300740197,0.012582829,0.002673898,0.007080753,2.96E-05,-0.000106765,8.50E-06,219518.7861,65372.00015,37629.84709,42926.10463,8120.242484,4735.39173,4342.049023,670.9809282,3119.134539,1302.027572,20130828 175339  699  000000 0406 0398.bmp
88,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4445.171415,4517.124,0.304,32.00157729,28.704,-1473.971,-0.033,-322.492,0,0,9999,0.431,0.016,0.016,0.015,0,0,,NC,NC,290,2.029398224,0.158,0,0,4.385290146,743.8039026,58,2.057847618,1.802412175,0.252538444,0.024965854,0.006497507,0.000620841,1.62E-07,-1.57E-05,-1.24E-06,2221.841804,731.0033295,91.71224074,63.59657284,44.11767672,31.60810682,11.00716479,14.13757457,6.551113877,13.76625105,20130828 175339  699  000001 0786 0450.bmp
89,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4445.171415,4517.124,0.304,32.00157729,28.704,-1473.971,-0.033,-322.492,0,0,9999,0.431,0.016,0.016,0.015,0,0,,NC,NC,303,8.508847757,0.165,0,0,15.08947659,2642.450956,37,3.777781325,2.311692204,0.456777412,0.015630333,0.136446197,0.009150182,-7.86E-05,-0.000681631,-0.000313618,6314.524289,2162.704217,220.3038208,415.5735354,141.4266357,88.14149054,105.390713,54.2459105,15.17454781,50.68190307,20130828 175339  732  000000 1054 0510.bmp
90,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4445.171415,4517.124,0.304,32.00157729,28.704,-1473.971,-0.033,-322.492,0,0,9999,0.431,0.016,0.016,0.015,0,0,,NC,NC,630,1.641487291,0.344,0,0,2.335129499,932.2928934,110,-1.165611516,0.236382355,0.230085037,0.026305379,0.000377461,0.000116209,2.43E-08,1.88E-05,-7.32E-10,3673.414216,1586.433966,160.5019868,162.171004,49.21167068,35.96113704,18.92232568,11.14503568,8.803949352,14.24762595,20130828 175339  732  000001 0670 0622.bmp
91,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4445.171415,4517.124,0.304,32.00157729,28.704,-1473.971,-0.033,-322.492,0,0,9999,0.431,0.016,0.016,0.015,0,0,,NC,NC,4726,2.469859235,2.579,0,0,8.059970856,13298.98384,69,-0.011362789,1.1843263,0.264470487,0.031471082,0.008466599,0.001993372,8.03E-06,0.000334587,1.61E-06,26313.53891,15763.90552,430.7987243,1253.66636,511.8426554,304.611525,129.836845,264.4846242,319.6375291,139.2754693,20130828 175339  799  000000 0126 0562.bmp
92,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4445.171415,4517.124,0.304,32.00157729,28.704,-1473.971,-0.033,-322.492,0,0,9999,0.431,0.016,0.016,0.015,0,0,,NC,NC,13712,7.150123192,7.482,0,0,62.19136047,49786.15796,48,2.055367523,1.728241599,0.296438624,0.048988101,0.000631754,0.000746595,4.09E-07,0.00016357,-3.09E-07,158051.2031,62793.54796,20370.40995,7548.601367,6969.658093,2703.465349,3503.455084,2683.32425,5099.569753,2959.787314,20130828 175339  832  000000 0346 0586.bmp
93,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:53 PM,0,0,0,4445.171415,4517.124,0.304,32.00157729,28.704,-1473.971,-0.033,-322.492,0,0,9999,0.431,0.016,0.016,0.015,0,0,,NC,NC,11743,5.046739662,6.408,0,0,41.23966599,46523.12246,52,1.127111072,1.534241167,0.266721498,0.035388403,0.00063045,0.001105122,9.18E-07,0.000207681,-8.84E-08,113660.1463,47332.66935,8904.796536,7834.525969,3404.259574,3492.376352,3199.85212,1671.293834,629.8555958,1455.7656,20130828 175339  866  000000 0822 0566.bmp
