Index,Cruise,Vessel name,Station,Haul,Date [UTC],Time [UTC],  Lat [°N],  Lon [°E]                              ,  Bottom depth [m]                      ,  Depth [m]                             ,  Pressure [dbar]                       ,  Temperature [°C]                      ,  Salinity [PSS-78]                     ,  Conductivity [mS/cm]                  ,  Oxygen concentration [µM]             ,  Temperature from oxygen sensor [°C]   ,  Oxygen saturation [%]                 ,  Chlorophyll a []                      ,  Light []                              ,  Speed [kn]                            ,  Dr. Haardt fluorescence channel A     ,  Dr. Haardt fluorescence channel B     ,  Dr. Haardt fluorescence channel C     ,  Dr. Haardt fluorescence channel D     ,  Speed over ground [kn]                  ,  Speed in water []                     ,  Frames [frames/s]                     ,  Automatic classification              ,  Manual classification                 ,  Area [pixels]                         ,  Form                                  ,  Area                                  ,  Length                                ,  Width                                 ,  Convexity                             ,  Structure                             ,  Graymean                              ,  Kurtosis                              ,  Skewness                              ,  Hu moment 1                           ,  Hu moment 2                           ,  Hu moment 3                           ,  Hu moment 4                           ,  Hu moment 5                           ,  Hu moment 6                           ,  Hu moment 7                           ,  Fourier descriptor 01                 ,  Fourier descriptor 02                 ,  Fourier descriptor 03                 ,  Fourier descriptor 04                 ,  Fourier descriptor 05                 ,  Fourier descriptor 06                 ,  Fourier descriptor 07                 ,  Fourier descriptor 08                 ,  Fourier descriptor 09                 ,  Fourier descriptor 10                 ,  Image file name                       
1388,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4116.785612,4180.248,0.323,32.10999278,28.699,-601.281,0.016,0,0,0,9999,0.315,0.015,0.015,0.015,0,0,,NC,NC,1119,2.355488894,0.611,0,0,10.03359222,2294.180614,87,-0.825129926,0.769050288,0.231422345,0.025262305,0.000186038,0.000153486,2.59E-08,2.16E-05,-7.72E-11,7917.225335,3215.81068,502.4588486,193.8560485,173.6093556,72.22424899,132.8695756,79.27257674,63.43094185,13.65076679,20130828 175440  675  000000 0850 0290.bmp
1389,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4116.785612,4180.248,0.323,32.10999278,28.699,-601.281,0.016,0,0,0,9999,0.315,0.015,0.015,0.015,0,0,,NC,NC,273,11.89346677,0.149,0,0,23.77942657,4001.595613,29,6.783415703,2.918862526,1.409585979,1.56764075,0.33101797,0.033555346,-0.003243564,-0.021638066,0.001409192,8626.976585,3251.971605,736.7549474,500.0363604,146.3825056,171.6651687,46.10648993,85.23997689,11.16617615,54.42364793,20130828 175440  675  000001 1030 0294.bmp
1390,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4116.785612,4180.248,0.323,32.10999278,28.699,-601.281,0.016,0,0,0,9999,0.315,0.015,0.015,0.015,0,0,,NC,NC,2029,2.240175929,1.107,0,0,5.644824982,6990.137808,85,-1.261515176,0.705485136,0.249864898,0.033578474,0.002475308,0.001361427,2.50E-06,0.000248875,5.44E-10,11291.49485,6247.278026,755.2750081,459.7397507,92.39962367,123.7154605,52.89432591,104.9138756,133.2182685,71.47139921,20130828 175440  708  000000 0918 0450.bmp
1391,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4116.785612,4180.248,0.323,32.10999278,28.699,-601.281,0.016,0,0,0,9999,0.315,0.015,0.015,0.015,0,0,,NC,NC,12039,4.219602254,6.57,0,0,67.40007019,42761.15707,37,5.242449317,2.347482955,0.254088099,0.026635749,0.00337476,0.0005512,4.90E-07,-6.45E-06,-5.70E-07,95367.49963,46327.33863,13325.87299,9750.261479,3616.893004,2293.013886,525.3074728,833.0711135,553.583592,167.4944687,20130828 175440  775  000000 0442 0190.bmp
1392,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4116.785612,4180.248,0.323,32.10999278,28.699,-601.281,0.016,0,0,0,9999,0.315,0.015,0.015,0.015,0,0,,NC,NC,10011,3.718802494,5.463,0,0,30.75630188,26904.47672,67,0.054998252,1.160723408,0.304175363,0.063196362,0.002071092,0.001191069,1.86E-06,0.000272885,-1.97E-07,78601.21315,37432.90024,8630.440773,1470.210746,3217.269501,1556.561198,786.9564589,353.261373,529.3018957,662.0066082,20130828 175440  808  000000 0338 0318.bmp
1393,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4116.785612,4180.248,0.323,32.10999278,28.699,-601.281,0.016,0,0,0,9999,0.315,0.015,0.015,0.015,0,0,,NC,NC,10562,3.242125986,5.764,0,0,85,31148.14424,54,1.796512859,1.641071324,0.272370503,0.044990654,0.001814102,0.000297668,1.12E-07,1.62E-06,1.88E-07,78644.28374,37111.26184,6343.70377,3628.542384,1619.086719,1420.831062,976.8571222,791.8663107,531.9509286,390.7633834,20130828 175440  841  000000 0606 0530.bmp
1394,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4116.785612,4180.248,0.323,32.10999278,28.699,-601.281,0.016,0,0,0,9999,0.315,0.015,0.015,0.015,0,0,,NC,NC,10599,3.699795362,5.784,0,0,35.74489212,38026.40711,46,2.609123426,1.935452972,0.231726344,0.022027021,1.83E-05,4.86E-05,-1.45E-09,6.05E-06,-3.27E-11,74461.69942,35676.51716,9804.762102,3012.732383,3172.133992,523.2863311,1206.260334,766.9917452,1061.674476,444.5241409,20130828 175440  875  000000 0246 0558.bmp
1395,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4116.785612,4180.248,0.323,32.10999278,28.699,-601.281,0.016,0,0,0,9999,0.315,0.015,0.015,0.015,0,0,,NC,NC,2141,4.50101222,1.168,0,0,9.192388535,6820.176093,68,-0.354944639,1.064503143,0.304495796,0.061295552,0.00210961,0.001015419,1.43E-06,0.000223498,-3.92E-07,16652.47336,6917.290682,3376.165954,421.8295404,1271.962482,504.870837,280.9230629,97.73133056,278.2612217,94.06531227,20130828 175440  908  000000 0482 0206.bmp
1396,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,8992,5.906853317,4.907,0,0,56.08939743,25103.13825,52,2.192420165,1.733010425,0.312898182,0.064970081,0.005445329,0.004167338,1.98E-05,0.0009887,8.93E-07,107329.7585,43835.76374,12663.76748,1451.518949,4820.953609,858.458716,1231.883618,2790.034642,2441.175328,714.5604284,20130828 175441  175  000000 0146 0850.bmp
1397,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,7770,7.751501902,4.24,0,0,78.04730988,25275.21024,62,0.293343683,1.245430231,0.24797453,0.002632012,0.001266946,0.002784536,4.38E-06,-1.05E-05,-2.85E-06,82908.74253,32877.75295,18008.15839,8378.559148,6198.72105,5726.443745,2180.106959,992.8319868,2071.751326,744.1040225,20130828 175441  241  000000 0974 0218.bmp
1398,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,9714,5.4011014,5.301,0,0,54.3764801,32175.91426,50,1.929169961,1.69014933,0.221540105,0.015738332,6.65E-07,0.000137497,9.51E-11,1.03E-05,1.31E-09,77711.70129,39940.40878,13585.21023,4179.083263,3279.33382,253.7892207,312.7878417,1926.744544,1926.784442,281.6043717,20130828 175441  275  000000 0570 0658.bmp
1399,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,7790,5.90008269,4.251,0,0,49.49997711,32683.91169,47,2.083412226,1.717764359,0.318741666,0.046156229,0.006424722,0.00335671,1.56E-05,0.000266739,-1.01E-06,79873.2536,35939.36098,6409.690002,2950.371745,5972.597042,1506.532885,1714.921508,604.9278624,1288.170788,599.5970405,20130828 175441  341  000000 0430 0818.bmp
1400,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,2490,6.528988355,1.359,0,0,17.42176628,10712.65943,42,3.907290798,2.156955674,0.405806753,0.11426856,0.038003081,0.023698636,0.000711027,0.008010852,1.59E-05,28383.39194,14331.92652,2445.355991,1840.278326,123.9691138,392.9233566,655.319238,504.4274858,263.1967673,253.9110313,20130828 175441  508  000000 0142 0886.bmp
1401,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,5939,4.585289686,3.241,0,0,27.45765877,14739.9583,93,-1.264223617,0.59649938,0.346680832,0.089557477,0.002786203,0.002258912,5.66E-06,0.000672318,-2.80E-07,61409.6359,25932.21806,4541.300908,2485.215912,2352.757046,809.7956903,1626.245269,736.4266979,343.1274934,88.45633357,20130828 175441  541  000000 0906 0858.bmp
1402,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,12242,13.79860237,6.68,0,0,111.6482239,98446.3936,28,6.765982453,2.748572822,0.356255992,0.053125369,0.005940444,0.008589697,5.65E-05,0.000964093,2.40E-05,224693.0178,97286.22797,17532.29463,9493.180791,5053.137688,17315.10122,2905.244823,5901.032951,5637.846179,1979.04889,20130828 175441  575  000000 0150 0522.bmp
1403,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,9527,2.78076208,5.199,0,0,21.5116539,20130.17469,87,-0.643173973,0.811092834,0.301142338,0.062190273,0.001379624,0.000165901,-1.51E-08,-2.20E-05,-7.79E-08,67469.20279,31493.76634,4137.015259,1931.083937,2106.278617,865.8118875,854.5617876,745.1772473,346.225517,170.4274792,20130828 175441  608  000000 0846 0218.bmp
1404,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,210,3.348149055,0.115,0,0,6.957010746,467.0870049,69,0.338806424,1.417838986,0.289265036,0.036198558,0.003244511,0.001445249,3.12E-06,0.000253997,1.98E-07,2000.968016,692.7971297,89.1113507,97.87286768,24.36947701,63.76864091,37.8947264,21.47806183,20.12716997,5.03830982,20130828 175441  608  000001 0522 0534.bmp
1405,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4107.413644,4170.641,0.324,32.11660871,28.702,-466.116,0.024,0,0,0,9999,0.286,0.016,0.015,0.016,0,0,,NC,NC,1447,1.882102611,0.79,0,0,7.599412441,2451.934501,120,-1.602951261,0.014628754,0.168544036,0.00079812,0.000325965,5.67E-06,-7.79E-11,-1.20E-08,-2.31E-10,7071.886948,3527.145892,337.6992523,97.36274952,47.2379266,105.9228746,85.45586339,16.00059316,57.69774807,70.69788081,20130828 175442  241  000000 0674 0190.bmp
1406,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4107.413644,4170.641,0.324,32.11660871,28.702,-466.116,0.024,0,0,0,9999,0.286,0.016,0.015,0.016,0,0,,NC,NC,10236,4.029981821,5.586,0,0,27,26769.02379,64,0.365081953,1.180529932,0.312162603,0.06997907,0.000825867,0.000354417,1.87E-07,7.56E-05,4.07E-08,92710.00468,40175.63864,7159.796008,3774.256539,2491.413809,1251.478139,1510.616903,829.4535037,430.1638995,883.9032171,20130828 175442  374  000000 0806 0366.bmp
1407,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4107.413644,4170.641,0.324,32.11660871,28.702,-466.116,0.024,0,0,0,9999,0.286,0.016,0.015,0.016,0,0,,NC,NC,582,4.935743574,0.318,0,0,13.26194954,1270.43735,66,0.491128968,1.387013125,0.202351499,0.004093101,0.000398411,0.000144987,3.17E-08,9.22E-06,-1.44E-08,14257.86748,2132.456191,591.0117323,287.4883415,206.5585216,152.204857,114.8277042,74.02448077,12.95361276,76.50257813,20130828 175442  541  000000 0870 0486.bmp
1408,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4107.413644,4170.641,0.324,32.11660871,28.702,-466.116,0.024,0,0,0,9999,0.286,0.016,0.015,0.016,0,0,,NC,NC,4679,2.404313064,2.553,0,0,7.211102486,16174.29618,53,1.371904996,1.645056402,0.294720317,0.059566396,0.00075699,0.000186293,5.48E-08,2.01E-05,4.35E-08,25447.55301,13971.17561,1184.782981,944.0746769,598.1562453,113.1109311,58.14687998,22.48076233,97.79411641,144.6380416,20130828 175442  674  000000 0926 0530.bmp
1409,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,10428,3.214080446,5.69,0,0,13.80802441,43177.10515,39,3.638992531,2.022643287,0.311846225,0.06839781,0.002512217,0.00086658,1.19E-06,0.000152195,-4.66E-07,74572.46604,36203.58113,4267.99808,1971.837596,959.2104589,834.4389532,712.3466878,609.0049099,280.9309863,663.1021053,20130828 175443  141  000000 0630 0422.bmp
1410,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,69,2.547504716,0.038,0,0,3.162277699,152.4114976,82,-0.704963243,1.05725787,0.216672569,0.010544951,0.001194829,0.000293528,1.43E-07,3.01E-05,-9.84E-08,865.4998556,200.0002693,7.152209569,19.11101846,9.607536363,16.20782015,3.647249212,2.024818786,4.437456238,0.203126732,20130828 175443  207  000000 1030 0798.bmp
1411,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,61,7.734281714,0.033,0,0,5,182.7647538,80,-1.002718735,0.98930622,0.376495353,0.059525613,0.000908679,0.000805981,2.25E-07,0.000192524,-6.52E-07,1340.953765,334.9571472,14.51704058,71.33469445,9.367181735,39.52014453,16.31029558,4.525358535,13.98247718,10.0534577,20130828 175443  574  000000 0558 0126.bmp
1412,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4093.386659,4156.263,0.326,32.11792295,28.7,-10463.78,0.022,0,0,0,9999,0.279,0.015,0.015,0.015,0,0,,NC,NC,116,4.725704559,0.063,0,0,5.149810314,285.3615116,75,-0.534082005,1.162348105,0.281657467,0.005923141,0.007612269,8.70E-05,1.43E-08,9.75E-07,-6.94E-08,1787.526224,465.8925555,38.03439306,27.95197834,44.43391449,73.80857481,8.464101615,15.63910391,3.29857852,15.20319325,20130828 175444  240  000000 0450 0374.bmp
1413,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4093.386659,4156.263,0.326,32.11792295,28.7,-10463.78,0.022,0,0,0,9999,0.279,0.015,0.015,0.015,0,0,,NC,NC,214,8.255191171,0.117,0,0,13.01076508,778.2465149,61,0.407642979,1.489423001,0.433895392,0.074459779,0.050029325,0.020788577,0.000668227,0.005563413,-5.42E-05,3794.581663,1063.382357,477.9150188,187.0934966,64.46546288,51.76036224,52.58150999,89.22118804,33.06048917,71.74439345,20130828 175444  273  000000 0938 0374.bmp
1414,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4093.386659,4156.263,0.326,32.11792295,28.7,-10463.78,0.022,0,0,0,9999,0.279,0.015,0.015,0.015,0,0,,NC,NC,1652,12.4794054,0.901,0,0,32,9863.708846,34,5.878083629,2.626046113,0.410294642,0.095334967,0.001907142,0.00143104,2.35E-06,0.000366593,-2.15E-07,29313.4359,13150.16853,3119.242302,417.0329378,1393.383395,1708.403123,689.3338522,421.795985,362.8838812,447.5182672,20130828 175444  440  000000 0114 0286.bmp
1415,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4093.386659,4156.263,0.326,32.11792295,28.7,-10463.78,0.022,0,0,0,9999,0.279,0.015,0.015,0.015,0,0,,NC,NC,10016,5.135540436,5.466,0,0,47.5322113,28596.69131,71,-0.26507688,1.011172859,0.291353294,0.050186551,0.007984105,0.003378016,1.74E-05,0.000738048,-1.89E-06,92717.34891,47884.24591,11804.99033,2063.797176,2616.624503,2733.090714,912.5270295,1326.522317,663.2900299,675.01136,20130828 175444  473  000000 0122 0458.bmp
1416,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4093.386659,4156.263,0.326,32.11792295,28.7,-10463.78,0.022,0,0,0,9999,0.279,0.015,0.015,0.015,0,0,,NC,NC,16074,6.110440582,8.771,0,0,69.11170197,78143.64241,54,0.654582104,1.488870171,0.347450949,0.085140335,0.006503266,0.003038646,1.30E-05,0.000570734,-3.62E-06,183753.0119,72085.77236,34061.56628,6499.002395,9072.267665,3609.1925,3836.973531,2279.137354,1007.798444,901.3267085,20130828 175444  507  000000 0170 0450.bmp
1417,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4093.386659,4156.263,0.326,32.11792295,28.7,-10463.78,0.022,0,0,0,9999,0.279,0.015,0.015,0.015,0,0,,NC,NC,18889,3.254896288,10.308,0,0,29.55337334,74307.65133,47,2.166586292,1.80241283,0.299026595,0.061246706,0.00123993,0.000281707,1.24E-07,2.29E-05,1.11E-07,126882.9226,62666.58968,12055.94549,3305.169006,4009.478938,481.3712957,2411.936538,575.2257303,831.2269917,464.4704022,20130828 175444  540  000000 0350 0530.bmp
1418,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4093.386659,4156.263,0.326,32.11792295,28.7,-10463.78,0.022,0,0,0,9999,0.279,0.015,0.015,0.015,0,0,,NC,NC,19130,5.41532705,10.439,0,0,98.17362976,66246.6932,55,1.126777191,1.522696447,0.276623297,0.042724738,0.004164718,0.002929362,1.02E-05,0.000556344,1.20E-06,200185.3273,84782.32573,25252.27416,11358.7042,4716.191391,9384.368271,3264.634775,2872.695395,1999.693248,269.3113897,20130828 175444  573  000000 0590 0614.bmp
1419,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4093.386659,4156.263,0.326,32.11792295,28.7,-10463.78,0.022,0,0,0,9999,0.279,0.015,0.015,0.015,0,0,,NC,NC,15724,1.632683515,8.58,0,0,8.061280251,33008.16163,109,-1.449781819,0.41766884,0.207173741,0.017137005,0.000134807,7.97E-06,-1.63E-10,-7.83E-07,2.04E-10,62483.78069,35855.04136,1380.066964,2008.887488,1212.184951,575.7855028,427.5862988,167.2199319,54.72726765,151.6213316,20130828 175444  607  000000 0902 0642.bmp
1420,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,115,1.401185256,0.063,0,0,2.213594437,113.0580858,79,0.151143411,1.288960595,0.172571345,0.000336591,0.000930964,1.69E-05,1.95E-09,2.89E-07,8.42E-10,779.3869386,243.313727,19.15631991,9.471832035,13.00098921,6.573675033,7.360743767,6.530768553,2.497212041,1.602614098,20130828 175445  073  000000 0742 0130.bmp
1421,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,8460,3.099001548,4.617,0,0,13.20771885,18603.64102,75,-0.197503679,1.018305951,0.320785343,0.074950096,0.003030939,0.002254457,5.89E-06,0.000617166,2.46E-08,72314.8743,33228.77093,3450.106032,3426.557984,1294.226958,1443.743424,139.8668724,289.7832375,818.0783914,319.7466385,20130828 175445  073  000001 0166 0546.bmp
1422,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,9923,3.253900321,5.415,0,0,22.26153946,22492.40166,70,0.219012682,1.209223375,0.366307528,0.106675331,0.001226427,0.00079566,7.85E-07,0.000245153,-3.95E-08,90181.55502,40368.87115,3759.00568,3900.614925,2397.600703,1499.264361,1249.763885,1163.202238,201.3669152,1075.575913,20130828 175445  106  000000 0718 0546.bmp
1423,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,11281,5.437631892,6.156,0,0,82.13194275,44323.47458,41,3.671857678,2.087289317,0.293748037,0.051779203,0.00277887,0.000934474,1.38E-06,9.58E-05,5.91E-07,82253.83979,42991.05108,18484.98289,4557.474401,6099.907105,2241.744638,3419.045827,2134.263185,903.0834551,360.8882144,20130828 175445  373  000000 0158 0690.bmp
1424,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,15320,6.125890883,8.36,0,0,42.90748596,59149.18444,70,-0.596908953,1.010003854,0.348665562,0.082262614,0.012066341,0.006895236,6.22E-05,0.001803216,9.32E-06,136368.168,74525.34874,7313.158163,15066.405,2691.82291,5118.090527,4498.373382,1651.395887,1428.664548,3092.267211,20130828 175445  406  000000 0278 0074.bmp
1425,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,9961,5.935809616,5.436,0,0,39.28697968,48163.47153,36,5.15227508,2.323593806,0.372563825,0.108934059,0.00060377,0.000708888,4.63E-07,0.000229675,2.18E-08,90733.29435,47514.84831,12862.8786,6142.352157,1409.35372,2494.053064,2244.87719,1241.232978,1115.48532,1061.530587,20130828 175445  406  000001 0794 0642.bmp
1426,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,4673,5.669231829,2.55,0,0,32.57730103,12547.9851,54,2.838732432,1.910753141,0.25205529,0.028995573,0.002773504,0.00038184,1.92E-07,1.99E-05,3.43E-07,37973.60105,22775.71899,2936.061611,2579.017167,2769.736795,1598.557531,404.8969521,633.723686,176.6208586,112.2279264,20130828 175445  440  000000 0970 0066.bmp
1427,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,1000,4.737486923,0.546,0,0,26.14011955,5067.836563,62,-0.054122627,1.297454321,0.243294005,0.015388045,0.001423542,4.57E-05,-5.23E-09,-3.08E-06,-1.04E-08,9100.978519,4891.465025,908.7649994,589.5134194,321.4258668,262.552927,73.47718035,239.6455043,60.81252822,52.14355992,20130828 175445  773  000000 0426 0722.bmp
1428,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,91,2.742224667,0.05,0,0,3.983456373,163.1952423,71,-0.091609263,1.286479645,0.203845055,0.001711216,0.001546188,7.81E-05,1.23E-08,2.88E-06,2.42E-08,906.9520384,262.3804063,47.28828807,19.43902322,9.343514873,15.84231349,13.19563912,14.09269979,11.57954575,5.228465922,20130828 175445  973  000000 0734 0686.bmp
1429,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4081.258429,4143.832,0.328,32.12095133,28.7,-1518.271,0.023,0,0,0,9999,0.309,0.015,0.015,0.015,0,0,,NC,NC,2729,13.12834183,1.489,0,0,36,9444.431004,54,1.542483228,1.739595286,0.299275043,0.043393249,0.004813021,0.000454951,2.53E-07,5.20E-05,6.24E-07,49028.99022,16058.86543,7890.881493,2932.650158,1493.933922,319.6859488,822.7962198,961.0526441,1712.244903,773.5125673,20130828 175446  206  000000 0138 0798.bmp
1430,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4081.258429,4143.832,0.328,32.12095133,28.7,-1518.271,0.023,0,0,0,9999,0.309,0.015,0.015,0.015,0,0,,NC,NC,22865,3.991867407,12.477,0,0,33.89780807,65548.06314,73,-0.502137062,0.918998569,0.344321644,0.089415419,0.003552634,0.001935671,5.04E-06,0.00052461,-5.69E-07,204741.573,94388.65281,14989.59577,6848.247668,6122.51665,5227.310052,2966.178764,1998.350476,1205.711524,1351.065887,20130828 175446  239  000000 0298 0774.bmp
1431,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4081.258429,4143.832,0.328,32.12095133,28.7,-1518.271,0.023,0,0,0,9999,0.309,0.015,0.015,0.015,0,0,,NC,NC,23231,4.039802347,12.677,0,0,69.16968536,85321.01514,49,1.679235295,1.634522487,0.270146416,0.035366625,0.003241771,0.002041866,5.20E-06,0.000289784,-7.60E-07,158167.8463,83009.21741,30053.173,3212.280898,6892.088617,1860.676322,4907.295961,1810.370206,450.8841543,2266.793767,20130828 175446  273  000000 0850 0690.bmp
1432,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4081.258429,4143.832,0.328,32.12095133,28.7,-1518.271,0.023,0,0,0,9999,0.309,0.015,0.015,0.015,0,0,,NC,NC,6706,5.215931499,3.659,0,0,29.15392303,16659.36,82,-0.736323782,0.798949187,0.281308013,0.047371797,0.005242673,0.003158331,1.28E-05,0.000683995,-2.45E-07,75965.44894,33842.33315,5296.812792,2291.605969,1606.807805,992.9569558,961.4900476,980.6027359,976.0878123,615.477266,20130828 175446  339  000000 0110 0194.bmp
1433,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4081.258429,4143.832,0.328,32.12095133,28.7,-1518.271,0.023,0,0,0,9999,0.309,0.015,0.015,0.015,0,0,,NC,NC,5127,1.890409573,2.798,0,0,8.674300194,10557.03392,107,-1.373152817,0.314790316,0.209593183,0.015021255,0.001218035,0.000106166,3.80E-08,1.29E-05,3.76E-09,28199.12277,13645.89522,878.2758743,990.7731452,491.092328,239.3049079,272.7168707,55.09845767,153.5312008,45.4860382,20130828 175446  373  000000 0974 0226.bmp
1434,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4081.258429,4143.832,0.328,32.12095133,28.7,-1518.271,0.023,0,0,0,9999,0.309,0.015,0.015,0.015,0,0,,NC,NC,62,2.263993954,0.034,0,0,1.788854361,144.1093022,75,-0.380165601,1.161389266,0.327794748,0.075440087,0.00264496,0.001129718,1.90E-06,0.000261958,-4.33E-07,813.0344396,178.0937261,13.83598676,23.28518684,2.470002898,10.92337182,3.16227766,2.341479265,1.234716182,2.236067977,20130828 175446  406  000000 0722 0354.bmp
1435,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4081.258429,4143.832,0.328,32.12095133,28.7,-1518.271,0.023,0,0,0,9999,0.309,0.015,0.015,0.015,0,0,,NC,NC,2549,2.8660502,1.391,0,0,9.559932709,9094.21876,53,1.102223036,1.458044776,0.263870543,0.034578223,0.004938895,0.000650736,5.53E-07,1.88E-05,1.03E-06,16686.40899,8929.130352,832.5177439,478.2759042,220.5591206,96.07522483,150.6021236,47.66779512,97.97367399,92.64376237,20130828 175446  639  000000 0138 0810.bmp
